hdl:1774.2/2086 levy:034.004
hdl:1774.2/13501 levy:064.114
hdl:1774.2/13502 levy:115.059
hdl:1774.2/13503 levy:003.140
hdl:1774.2/13504 levy:006.011
hdl:1774.2/13505 levy:001.070
hdl:1774.2/13506 levy:075.057
hdl:1774.2/13507 levy:174.089
hdl:1774.2/13508 levy:151.007
hdl:1774.2/13509 levy:044.026
hdl:1774.2/13510 levy:001.101
hdl:1774.2/13511 levy:181.091
hdl:1774.2/13512 levy:060.035
hdl:1774.2/13513 levy:056.081
hdl:1774.2/13514 levy:063.093
hdl:1774.2/13515 levy:088.127
hdl:1774.2/13516 levy:048.031
hdl:1774.2/13517 levy:174.035
hdl:1774.2/13518 levy:114.117
hdl:1774.2/13519 levy:165.043
hdl:1774.2/13520 levy:075.076
hdl:1774.2/13521 levy:137.086
hdl:1774.2/13522 levy:129.049
hdl:1774.2/13523 levy:152.091
hdl:1774.2/13524 levy:039.084
hdl:1774.2/13525 levy:080.215a
hdl:1774.2/13526 levy:193.102
hdl:1774.2/13527 levy:129.030
hdl:1774.2/13528 levy:087.017
hdl:1774.2/13529 levy:106.018
hdl:1774.2/13530 levy:193.248
hdl:1774.2/13531 levy:028.152
hdl:1774.2/13532 levy:096.067
hdl:1774.2/13533 levy:185.007
hdl:1774.2/13534 levy:128.051
hdl:1774.2/13535 levy:148.151
hdl:1774.2/13536 levy:159.056
hdl:1774.2/13537 levy:164.100
hdl:1774.2/13538 levy:152.083
hdl:1774.2/13539 levy:137.072
hdl:1774.2/13540 levy:111.092
hdl:1774.2/13541 levy:163.017
hdl:1774.2/13542 levy:033.005
hdl:1774.2/13543 levy:065.054
hdl:1774.2/13544 levy:189.112b
hdl:1774.2/13545 levy:193.218
hdl:1774.2/13546 levy:027.047
hdl:1774.2/13547 levy:104.069
hdl:1774.2/13548 levy:145.091a
hdl:1774.2/13549 levy:147.168
hdl:1774.2/13550 levy:074.004
hdl:1774.2/13551 levy:193.080
hdl:1774.2/13552 levy:043.074
hdl:1774.2/13553 levy:013.047
hdl:1774.2/13554 levy:079.093
hdl:1774.2/13555 levy:038.064
hdl:1774.2/13556 levy:074.010
hdl:1774.2/13557 levy:186.005
hdl:1774.2/13558 levy:057.078
hdl:1774.2/13559 levy:125.068
hdl:1774.2/13560 levy:124.001
hdl:1774.2/13561 levy:109.014
hdl:1774.2/13563 levy:153.120
hdl:1774.2/13564 levy:096.198
hdl:1774.2/13565 levy:087.116
hdl:1774.2/13566 levy:061.080
hdl:1774.2/13567 levy:104.033
hdl:1774.2/13568 levy:120.052
hdl:1774.2/13569 levy:173.051b
hdl:1774.2/13570 levy:057.076
hdl:1774.2/13571 levy:150.060
hdl:1774.2/13572 levy:179.120
hdl:1774.2/13573 levy:166.121
hdl:1774.2/13574 levy:172.127
hdl:1774.2/13575 levy:037.036
hdl:1774.2/13576 levy:048.038
hdl:1774.2/13577 levy:110.091
hdl:1774.2/13578 levy:126.090
hdl:1774.2/13579 levy:061.061
hdl:1774.2/13580 levy:125.052
hdl:1774.2/13581 levy:017.135h
hdl:1774.2/13582 levy:009.041a
hdl:1774.2/13583 levy:045.029
hdl:1774.2/13584 levy:188.026
hdl:1774.2/13585 levy:158.085
hdl:1774.2/13586 levy:174.111
hdl:1774.2/13587 levy:179.001
hdl:1774.2/13588 levy:186.057
hdl:1774.2/13589 levy:008.118
hdl:1774.2/13590 levy:108.068
hdl:1774.2/13591 levy:181.041
hdl:1774.2/13592 levy:094.084
hdl:1774.2/13593 levy:081.098
hdl:1774.2/13594 levy:116.052
hdl:1774.2/13596 levy:032.026
hdl:1774.2/13597 levy:060.121
hdl:1774.2/13598 levy:011.083
hdl:1774.2/13599 levy:035.122
hdl:1774.2/13600 levy:114.081
hdl:1774.2/13601 levy:184.062
hdl:1774.2/13602 levy:028.065
hdl:1774.2/13603 levy:009.047
hdl:1774.2/13604 levy:048.077
hdl:1774.2/13605 levy:106.070
hdl:1774.2/13606 levy:025.035
hdl:1774.2/13607 levy:158.094a
hdl:1774.2/13608 levy:013.055
hdl:1774.2/13609 levy:040.046
hdl:1774.2/13610 levy:088.019
hdl:1774.2/13611 levy:034.066
hdl:1774.2/13612 levy:028.085
hdl:1774.2/13613 levy:065.070
hdl:1774.2/13614 levy:089.102
hdl:1774.2/13615 levy:092.104
hdl:1774.2/13616 levy:179.048
hdl:1774.2/13617 levy:031.003
hdl:1774.2/13618 levy:154a.009
hdl:1774.2/13619 levy:091.004
hdl:1774.2/13620 levy:043.015
hdl:1774.2/13621 levy:117.111
hdl:1774.2/13622 levy:079.101
hdl:1774.2/13623 levy:109.107
hdl:1774.2/13624 levy:086.095
hdl:1774.2/13625 levy:146.054
hdl:1774.2/13626 levy:022.076
hdl:1774.2/13627 levy:158.185
hdl:1774.2/13628 levy:172.020
hdl:1774.2/13629 levy:117.109
hdl:1774.2/13630 levy:078.213
hdl:1774.2/13631 levy:057.072
hdl:1774.2/13632 levy:130.125
hdl:1774.2/13633 levy:097.197
hdl:1774.2/13634 levy:141.046
hdl:1774.2/13635 levy:109.144
hdl:1774.2/13636 levy:166.009
hdl:1774.2/13637 levy:158.167b
hdl:1774.2/13638 levy:061.123
hdl:1774.2/13639 levy:007.112
hdl:1774.2/13640 levy:009.063
hdl:1774.2/13641 levy:047.100
hdl:1774.2/13642 levy:161.119
hdl:1774.2/13643 levy:072.088
hdl:1774.2/13644 levy:077.074
hdl:1774.2/13645 levy:027.040
hdl:1774.2/13646 levy:100.054
hdl:1774.2/13647 levy:063.104
hdl:1774.2/13648 levy:136.055
hdl:1774.2/13649 levy:168.014
hdl:1774.2/13650 levy:020.140
hdl:1774.2/13651 levy:169.120
hdl:1774.2/13652 levy:144.003
hdl:1774.2/13654 levy:103.113
hdl:1774.2/13655 levy:104.030
hdl:1774.2/13656 levy:014.033
hdl:1774.2/13657 levy:145.116
hdl:1774.2/13658 levy:060.159
hdl:1774.2/13659 levy:035.108
hdl:1774.2/13660 levy:190.207
hdl:1774.2/13661 levy:132.033
hdl:1774.2/13662 levy:169.042
hdl:1774.2/13663 levy:000.061
hdl:1774.2/13664 levy:080.080
hdl:1774.2/13665 levy:191.092
hdl:1774.2/13666 levy:087.060
hdl:1774.2/13667 levy:072.050
hdl:1774.2/13668 levy:105.147
hdl:1774.2/13669 levy:193.129
hdl:1774.2/13670 levy:004.010
hdl:1774.2/13671 levy:083.114
hdl:1774.2/13672 levy:177.001
hdl:1774.2/13673 levy:026.121
hdl:1774.2/13675 levy:117.100
hdl:1774.2/13676 levy:118.076
hdl:1774.2/13677 levy:162.028
hdl:1774.2/13678 levy:058.034
hdl:1774.2/13679 levy:005.087
hdl:1774.2/13680 levy:171.071
hdl:1774.2/13681 levy:024.059
hdl:1774.2/13682 levy:112.042
hdl:1774.2/13683 levy:150.071
hdl:1774.2/13684 levy:030.151
hdl:1774.2/13685 levy:063.067
hdl:1774.2/13686 levy:076.035
hdl:1774.2/13687 levy:109.076
hdl:1774.2/13688 levy:150a.083
hdl:1774.2/13689 levy:111.089
hdl:1774.2/13690 levy:064.029b
hdl:1774.2/13691 levy:077.138
hdl:1774.2/13692 levy:191a.138
hdl:1774.2/13693 levy:092.037
hdl:1774.2/13694 levy:155.118
hdl:1774.2/13695 levy:068.017
hdl:1774.2/13696 levy:084.015
hdl:1774.2/13697 levy:111.111
hdl:1774.2/13698 levy:117.035
hdl:1774.2/13699 levy:136.087
hdl:1774.2/13700 levy:049.114
hdl:1774.2/13701 levy:040.110
hdl:1774.2/13702 levy:167.126
hdl:1774.2/13703 levy:149.044
hdl:1774.2/13704 levy:007.018
hdl:1774.2/13705 levy:153.123
hdl:1774.2/13707 levy:152.067
hdl:1774.2/13708 levy:176.095
hdl:1774.2/13709 levy:047.097
hdl:1774.2/13710 levy:150a.017
hdl:1774.2/13711 levy:075.154
hdl:1774.2/13712 levy:191.150
hdl:1774.2/13713 levy:096.252
hdl:1774.2/13714 levy:073a.027a
hdl:1774.2/13715 levy:183.099
hdl:1774.2/13716 levy:025.069
hdl:1774.2/13717 levy:080.159
hdl:1774.2/13718 levy:192.015
hdl:1774.2/13719 levy:094.061
hdl:1774.2/13720 levy:149.129
hdl:1774.2/13721 levy:016.084
hdl:1774.2/13722 levy:154.098
hdl:1774.2/13723 levy:090.056
hdl:1774.2/13724 levy:028.102
hdl:1774.2/13725 levy:094.158
hdl:1774.2/13726 levy:183.021
hdl:1774.2/13727 levy:116.139
hdl:1774.2/13728 levy:168.063
hdl:1774.2/13729 levy:072.056
hdl:1774.2/13730 levy:171.069
hdl:1774.2/13731 levy:088.071
hdl:1774.2/13732 levy:025.070a
hdl:1774.2/13733 levy:140.097
hdl:1774.2/13734 levy:169.069
hdl:1774.2/13735 levy:096.053
hdl:1774.2/13736 levy:154.113
hdl:1774.2/13737 levy:102.084
hdl:1774.2/13738 levy:015.117
hdl:1774.2/13739 levy:183.111
hdl:1774.2/13740 levy:032.006a
hdl:1774.2/13741 levy:147.098
hdl:1774.2/13742 levy:139.046
hdl:1774.2/13743 levy:098.094
hdl:1774.2/13744 levy:059.081
hdl:1774.2/13745 levy:142.018
hdl:1774.2/13746 levy:095.102
hdl:1774.2/13747 levy:103.084
hdl:1774.2/13748 levy:113.047
hdl:1774.2/13749 levy:148.127
hdl:1774.2/13750 levy:122.019
hdl:1774.2/13751 levy:170.087
hdl:1774.2/13752 levy:057.011
hdl:1774.2/13753 levy:154a.134
hdl:1774.2/13754 levy:017.126b
hdl:1774.2/13755 levy:050.021
hdl:1774.2/13756 levy:114.170
hdl:1774.2/13757 levy:072.108
hdl:1774.2/13758 levy:029.040
hdl:1774.2/13759 levy:057.095
hdl:1774.2/13760 levy:189.016
hdl:1774.2/13761 levy:030.144
hdl:1774.2/13762 levy:149.086
hdl:1774.2/13763 levy:189.177
hdl:1774.2/13764 levy:054.041
hdl:1774.2/13765 levy:027.126
hdl:1774.2/13766 levy:150.017
hdl:1774.2/13767 levy:173.030a
hdl:1774.2/13768 levy:140.144
hdl:1774.2/13769 levy:060.146
hdl:1774.2/13770 levy:154.118a
hdl:1774.2/13771 levy:043.095
hdl:1774.2/13772 levy:166.092
hdl:1774.2/13773 levy:108.155
hdl:1774.2/13774 levy:158.170a
hdl:1774.2/13775 levy:015.031
hdl:1774.2/13776 levy:011.097
hdl:1774.2/13777 levy:063.124
hdl:1774.2/13778 levy:156.008
hdl:1774.2/13779 levy:080.195
hdl:1774.2/13780 levy:165.111
hdl:1774.2/13781 levy:157.050
hdl:1774.2/13782 levy:150.116
hdl:1774.2/13783 levy:100.055
hdl:1774.2/13784 levy:059.023
hdl:1774.2/13785 levy:172.022
hdl:1774.2/13786 levy:054.049
hdl:1774.2/13787 levy:016.066
hdl:1774.2/13788 levy:048.108
hdl:1774.2/13789 levy:022.065
hdl:1774.2/13790 levy:115.154
hdl:1774.2/13791 levy:117.122
hdl:1774.2/13792 levy:160.115
hdl:1774.2/13793 levy:147.054
hdl:1774.2/13794 levy:154a.023
hdl:1774.2/13795 levy:161.014
hdl:1774.2/13796 levy:079.031
hdl:1774.2/13797 levy:033.056
hdl:1774.2/13798 levy:020.085
hdl:1774.2/13799 levy:012.093
hdl:1774.2/13800 levy:063.030
hdl:1774.2/13801 levy:108.097
hdl:1774.2/13802 levy:011.026
hdl:1774.2/13803 levy:003.017
hdl:1774.2/13804 levy:169.093
hdl:1774.2/13805 levy:085.012
hdl:1774.2/13806 levy:172.085
hdl:1774.2/13807 levy:092.022
hdl:1774.2/13808 levy:141.150
hdl:1774.2/13809 levy:110.110
hdl:1774.2/13810 levy:038.128
hdl:1774.2/13811 levy:003.010
hdl:1774.2/13812 levy:176.068
hdl:1774.2/13813 levy:147.178
hdl:1774.2/13814 levy:156.204
hdl:1774.2/13815 levy:184.083
hdl:1774.2/13816 levy:004.085
hdl:1774.2/13817 levy:131.126
hdl:1774.2/13818 levy:110.032
hdl:1774.2/13819 levy:167.025
hdl:1774.2/13820 levy:146.016
hdl:1774.2/13821 levy:154a.113a
hdl:1774.2/13823 levy:024.021
hdl:1774.2/13824 levy:007.090
hdl:1774.2/13825 levy:037.003e
hdl:1774.2/13826 levy:165.071
hdl:1774.2/13827 levy:042.052
hdl:1774.2/13828 levy:123.083
hdl:1774.2/13829 levy:140.163
hdl:1774.2/13830 levy:114.052
hdl:1774.2/13831 levy:130.039
hdl:1774.2/13832 levy:133.087
hdl:1774.2/13833 levy:166.141
hdl:1774.2/13834 levy:091.094
hdl:1774.2/13835 levy:031.067
hdl:1774.2/13836 levy:028.157
hdl:1774.2/13837 levy:028.012
hdl:1774.2/13838 levy:005.083
hdl:1774.2/13839 levy:132.160
hdl:1774.2/13840 levy:178.015
hdl:1774.2/13841 levy:094.157
hdl:1774.2/13842 levy:009.071
hdl:1774.2/13843 levy:146.058
hdl:1774.2/13844 levy:155.206
hdl:1774.2/13845 levy:032.093
hdl:1774.2/13846 levy:150.020
hdl:1774.2/13847 levy:047.078
hdl:1774.2/13848 levy:181.034
hdl:1774.2/13849 levy:072.126
hdl:1774.2/13850 levy:173.063
hdl:1774.2/13851 levy:187.080
hdl:1774.2/13852 levy:092.076
hdl:1774.2/13853 levy:131.146
hdl:1774.2/13854 levy:011.047a
hdl:1774.2/13855 levy:017.002c
hdl:1774.2/13856 levy:113.050
hdl:1774.2/13857 levy:097.070
hdl:1774.2/13858 levy:024.017
hdl:1774.2/13859 levy:177.020
hdl:1774.2/13860 levy:169.131
hdl:1774.2/13861 levy:154a.148
hdl:1774.2/13862 levy:106.052a
hdl:1774.2/13863 levy:177.074a
hdl:1774.2/13864 levy:127.152
hdl:1774.2/13865 levy:088.031
hdl:1774.2/13866 levy:082.066
hdl:1774.2/13867 levy:114.095
hdl:1774.2/13868 levy:054.144
hdl:1774.2/13869 levy:150a.009
hdl:1774.2/13870 levy:027.095
hdl:1774.2/13871 levy:006.083
hdl:1774.2/13872 levy:145.042
hdl:1774.2/13873 levy:121.054
hdl:1774.2/13874 levy:191a.141
hdl:1774.2/13875 levy:105.001
hdl:1774.2/13876 levy:047.118
hdl:1774.2/13877 levy:016.148
hdl:1774.2/13878 levy:152.130a
hdl:1774.2/13879 levy:090.070
hdl:1774.2/13880 levy:104.094
hdl:1774.2/13881 levy:106.159
hdl:1774.2/13882 levy:143.168
hdl:1774.2/13883 levy:189.090
hdl:1774.2/13884 levy:026.129
hdl:1774.2/13885 levy:020.134
hdl:1774.2/13886 levy:179.080
hdl:1774.2/13887 levy:014.095
hdl:1774.2/13888 levy:066.038
hdl:1774.2/13889 levy:025.108
hdl:1774.2/13890 levy:190.037
hdl:1774.2/13891 levy:093.092
hdl:1774.2/13892 levy:002.005
hdl:1774.2/13893 levy:048.146
hdl:1774.2/13894 levy:191a.045
hdl:1774.2/13895 levy:059.028
hdl:1774.2/13896 levy:015.036
hdl:1774.2/13897 levy:018.003
hdl:1774.2/13898 levy:106.146
hdl:1774.2/13899 levy:082.128
hdl:1774.2/13900 levy:190.114
hdl:1774.2/13901 levy:120.077
hdl:1774.2/13902 levy:046.039
hdl:1774.2/13903 levy:063.037
hdl:1774.2/13904 levy:031.102
hdl:1774.2/13905 levy:067.017
hdl:1774.2/13906 levy:072.059
hdl:1774.2/13907 levy:008.104
hdl:1774.2/13908 levy:144.099
hdl:1774.2/13909 levy:037.019
hdl:1774.2/13910 levy:191.078
hdl:1774.2/13911 levy:092.094
hdl:1774.2/13912 levy:170.141
hdl:1774.2/13913 levy:164.012
hdl:1774.2/13914 levy:042.074
hdl:1774.2/13915 levy:140.057
hdl:1774.2/13916 levy:145.120
hdl:1774.2/13917 levy:098.033
hdl:1774.2/13918 levy:125.096
hdl:1774.2/13919 levy:131.100
hdl:1774.2/13920 levy:125.016
hdl:1774.2/13921 levy:082.134
hdl:1774.2/13922 levy:003.056
hdl:1774.2/13923 levy:054.130
hdl:1774.2/13924 levy:125.136
hdl:1774.2/13925 levy:032.004
hdl:1774.2/13926 levy:158.094
hdl:1774.2/13927 levy:189.113
hdl:1774.2/13928 levy:059.109
hdl:1774.2/13929 levy:014.047
hdl:1774.2/13930 levy:045.031
hdl:1774.2/13931 levy:074.003a
hdl:1774.2/13932 levy:108.060
hdl:1774.2/13933 levy:191b.054
hdl:1774.2/13934 levy:042.021
hdl:1774.2/13935 levy:158.095
hdl:1774.2/13936 levy:191b.007
hdl:1774.2/13937 levy:068.031
hdl:1774.2/13938 levy:074.152
hdl:1774.2/13939 levy:036.077
hdl:1774.2/13940 levy:028.025
hdl:1774.2/13941 levy:081.091a
hdl:1774.2/13942 levy:097.212
hdl:1774.2/13943 levy:083.132
hdl:1774.2/13944 levy:029.029
hdl:1774.2/13945 levy:031.064
hdl:1774.2/13946 levy:012.126
hdl:1774.2/13947 levy:102.083
hdl:1774.2/13948 levy:162.027
hdl:1774.2/13949 levy:191.055a
hdl:1774.2/13950 levy:189.073a
hdl:1774.2/13951 levy:191b.137
hdl:1774.2/13952 levy:016.041
hdl:1774.2/13953 levy:165.008
hdl:1774.2/13954 levy:076.152
hdl:1774.2/13955 levy:115.065
hdl:1774.2/13956 levy:017.011e
hdl:1774.2/13957 levy:096.054
hdl:1774.2/13958 levy:006.019
hdl:1774.2/13959 levy:178.001
hdl:1774.2/13960 levy:097.203
hdl:1774.2/13961 levy:086.110
hdl:1774.2/13962 levy:026.126a
hdl:1774.2/13963 levy:094.054
hdl:1774.2/13964 levy:110.023
hdl:1774.2/13965 levy:012.076
hdl:1774.2/13966 levy:087.140
hdl:1774.2/13967 levy:065.039
hdl:1774.2/13968 levy:008.122
hdl:1774.2/13969 levy:025.021
hdl:1774.2/13970 levy:000.029
hdl:1774.2/13971 levy:097.074
hdl:1774.2/13972 levy:057.060
hdl:1774.2/13973 levy:102.082
hdl:1774.2/13974 levy:166.057
hdl:1774.2/13975 levy:145.027
hdl:1774.2/13976 levy:132.001
hdl:1774.2/13977 levy:147.107
hdl:1774.2/13978 levy:175.005
hdl:1774.2/13979 levy:017.133
hdl:1774.2/13980 levy:038.115
hdl:1774.2/13981 levy:013.001
hdl:1774.2/13982 levy:139.021
hdl:1774.2/13983 levy:031.110
hdl:1774.2/13984 levy:061.136
hdl:1774.2/13985 levy:092.096
hdl:1774.2/13986 levy:003.031
hdl:1774.2/13987 levy:191a.125b
hdl:1774.2/13988 levy:023.089
hdl:1774.2/13989 levy:116.074
hdl:1774.2/13990 levy:183.018
hdl:1774.2/13991 levy:026.062
hdl:1774.2/13992 levy:096.014
hdl:1774.2/13993 levy:065.056
hdl:1774.2/13994 levy:104.141
hdl:1774.2/13995 levy:158.014a
hdl:1774.2/13996 levy:128.089
hdl:1774.2/13997 levy:076.145
hdl:1774.2/13998 levy:080.105a
hdl:1774.2/13999 levy:131.122
hdl:1774.2/14000 levy:096.173
hdl:1774.2/14001 levy:168.065
hdl:1774.2/14002 levy:040.084
hdl:1774.2/14003 levy:191a.081
hdl:1774.2/14004 levy:027.052
hdl:1774.2/14005 levy:073.044
hdl:1774.2/14006 levy:101.001
hdl:1774.2/14007 levy:025.097
hdl:1774.2/14008 levy:039.067
hdl:1774.2/14009 levy:005.088
hdl:1774.2/14010 levy:153.121
hdl:1774.2/14011 levy:092.001
hdl:1774.2/14012 levy:042.045
hdl:1774.2/14013 levy:040.039
hdl:1774.2/14014 levy:156.037
hdl:1774.2/14015 levy:109.036
hdl:1774.2/14016 levy:057.010
hdl:1774.2/14017 levy:096.190
hdl:1774.2/14018 levy:137.114
hdl:1774.2/14019 levy:053.081
hdl:1774.2/14020 levy:153.007
hdl:1774.2/14021 levy:154.140
hdl:1774.2/14022 levy:101.057
hdl:1774.2/14023 levy:098.069
hdl:1774.2/14024 levy:189.006
hdl:1774.2/14025 levy:174.011
hdl:1774.2/14026 levy:075.163
hdl:1774.2/14027 levy:064.083
hdl:1774.2/14028 levy:028.078
hdl:1774.2/14029 levy:089.021
hdl:1774.2/14030 levy:177.078
hdl:1774.2/14031 levy:043.058
hdl:1774.2/14032 levy:167.118
hdl:1774.2/14033 levy:149.093
hdl:1774.2/14034 levy:125.124
hdl:1774.2/14035 levy:097.059
hdl:1774.2/14036 levy:108.147
hdl:1774.2/14037 levy:152.107
hdl:1774.2/14038 levy:083.095
hdl:1774.2/14039 levy:155.001
hdl:1774.2/14040 levy:167.019
hdl:1774.2/14041 levy:111.084
hdl:1774.2/14042 levy:077.121
hdl:1774.2/14043 levy:135.025
hdl:1774.2/14044 levy:004.078
hdl:1774.2/14045 levy:031.090
hdl:1774.2/14046 levy:030.010
hdl:1774.2/14047 levy:114.100
hdl:1774.2/14048 levy:058.074
hdl:1774.2/14049 levy:147.189
hdl:1774.2/14050 levy:106.083
hdl:1774.2/14051 levy:150a.062
hdl:1774.2/14052 levy:123.007a
hdl:1774.2/14053 levy:115.202
hdl:1774.2/14054 levy:187.007
hdl:1774.2/14055 levy:017.103
hdl:1774.2/14056 levy:188.069
hdl:1774.2/14057 levy:060.185
hdl:1774.2/14058 levy:037.051
hdl:1774.2/14059 levy:153.025
hdl:1774.2/14060 levy:130.090
hdl:1774.2/14061 levy:035.109
hdl:1774.2/14062 levy:171.029
hdl:1774.2/14063 levy:057.044
hdl:1774.2/14064 levy:025.131
hdl:1774.2/14065 levy:159.109
hdl:1774.2/14066 levy:063.042
hdl:1774.2/14067 levy:087.118
hdl:1774.2/14068 levy:172.130a
hdl:1774.2/14069 levy:135.008
hdl:1774.2/14070 levy:012.141
hdl:1774.2/14071 levy:182.072
hdl:1774.2/14072 levy:144.053
hdl:1774.2/14073 levy:037.032
hdl:1774.2/14074 levy:020.153
hdl:1774.2/14075 levy:102.081
hdl:1774.2/14076 levy:038.103
hdl:1774.2/14077 levy:031.178
hdl:1774.2/14078 levy:169.071
hdl:1774.2/14079 levy:009.103
hdl:1774.2/14080 levy:112.083
hdl:1774.2/14081 levy:127.037
hdl:1774.2/14082 levy:172.034
hdl:1774.2/14083 levy:088.018
hdl:1774.2/14084 levy:121.094
hdl:1774.2/14085 levy:097.167
hdl:1774.2/14086 levy:080.055
hdl:1774.2/14087 levy:158.244d
hdl:1774.2/14088 levy:175.059
hdl:1774.2/14089 levy:167.090
hdl:1774.2/14090 levy:017.060
hdl:1774.2/14091 levy:050.076
hdl:1774.2/14092 levy:057.145
hdl:1774.2/14093 levy:003.097
hdl:1774.2/14094 levy:179.058
hdl:1774.2/14095 levy:140.162
hdl:1774.2/14096 levy:189.152
hdl:1774.2/14097 levy:110.017
hdl:1774.2/14098 levy:138.145
hdl:1774.2/14099 levy:141.099
hdl:1774.2/14100 levy:175.096
hdl:1774.2/14101 levy:115.033
hdl:1774.2/14102 levy:100.081
hdl:1774.2/14103 levy:188.015
hdl:1774.2/14104 levy:091.066
hdl:1774.2/14105 levy:056.008
hdl:1774.2/14106 levy:130.106
hdl:1774.2/14107 levy:082.018
hdl:1774.2/14108 levy:020.105
hdl:1774.2/14109 levy:079.258
hdl:1774.2/14110 levy:032.003
hdl:1774.2/14111 levy:123.028
hdl:1774.2/14112 levy:059.092
hdl:1774.2/14113 levy:060.038
hdl:1774.2/14114 levy:136.029
hdl:1774.2/14115 levy:138.038
hdl:1774.2/14116 levy:122.025
hdl:1774.2/14117 levy:167.023
hdl:1774.2/14118 levy:071.019
hdl:1774.2/14119 levy:089.057
hdl:1774.2/14120 levy:130.112
hdl:1774.2/14121 levy:189.009
hdl:1774.2/14122 levy:175.092
hdl:1774.2/14123 levy:012.088
hdl:1774.2/14124 levy:075.106
hdl:1774.2/14125 levy:154.173a
hdl:1774.2/14126 levy:067.087
hdl:1774.2/14127 levy:017.108
hdl:1774.2/14128 levy:098.123a
hdl:1774.2/14129 levy:083.040
hdl:1774.2/14130 levy:191a.008a
hdl:1774.2/14131 levy:092.055
hdl:1774.2/14132 levy:170.075
hdl:1774.2/14133 levy:012.138
hdl:1774.2/14134 levy:166.112
hdl:1774.2/14135 levy:160.103
hdl:1774.2/14136 levy:119.055
hdl:1774.2/14137 levy:093.172
hdl:1774.2/14138 levy:139.045
hdl:1774.2/14139 levy:004.037
hdl:1774.2/14140 levy:110.045
hdl:1774.2/14141 levy:140.038
hdl:1774.2/14142 levy:126.024
hdl:1774.2/14143 levy:101.076
hdl:1774.2/14144 levy:172.037
hdl:1774.2/14145 levy:093.161
hdl:1774.2/14146 levy:152.046
hdl:1774.2/14147 levy:112.078
hdl:1774.2/14148 levy:134.072
hdl:1774.2/14149 levy:176.094
hdl:1774.2/14150 levy:044.102
hdl:1774.2/14151 levy:072.027
hdl:1774.2/14152 levy:093.160
hdl:1774.2/14153 levy:125.073
hdl:1774.2/14154 levy:076.043
hdl:1774.2/14155 levy:033.081c
hdl:1774.2/14156 levy:020.203
hdl:1774.2/14157 levy:141.064
hdl:1774.2/14158 levy:173.041
hdl:1774.2/14159 levy:022.014
hdl:1774.2/14160 levy:150a.096
hdl:1774.2/14161 levy:124.058
hdl:1774.2/14162 levy:081.102
hdl:1774.2/14163 levy:090.005
hdl:1774.2/14164 levy:158.110
hdl:1774.2/14165 levy:177.093
hdl:1774.2/14166 levy:191.176
hdl:1774.2/14167 levy:061.069
hdl:1774.2/14168 levy:191a.036a
hdl:1774.2/14169 levy:191.206
hdl:1774.2/14170 levy:189.167a
hdl:1774.2/14171 levy:007.097
hdl:1774.2/14172 levy:108.140
hdl:1774.2/14173 levy:156.167
hdl:1774.2/14174 levy:014.020
hdl:1774.2/14175 levy:067.023
hdl:1774.2/14176 levy:116.064
hdl:1774.2/14177 levy:087.031
hdl:1774.2/14178 levy:004.121
hdl:1774.2/14179 levy:175.154
hdl:1774.2/14180 levy:180.007
hdl:1774.2/14181 levy:167.108
hdl:1774.2/14182 levy:166.076
hdl:1774.2/14183 levy:189.156a
hdl:1774.2/14184 levy:034.063
hdl:1774.2/14185 levy:056.068
hdl:1774.2/14186 levy:174.100
hdl:1774.2/14187 levy:178.052
hdl:1774.2/14188 levy:144.041a
hdl:1774.2/14189 levy:087.013
hdl:1774.2/14190 levy:052.004
hdl:1774.2/14191 levy:079.079
hdl:1774.2/14192 levy:127.077
hdl:1774.2/14193 levy:078.186
hdl:1774.2/14194 levy:065.085
hdl:1774.2/14195 levy:036.088
hdl:1774.2/14196 levy:174.020
hdl:1774.2/14197 levy:087.055
hdl:1774.2/14198 levy:043.147a
hdl:1774.2/14199 levy:073a.021
hdl:1774.2/14200 levy:132.095
hdl:1774.2/14201 levy:137.060
hdl:1774.2/14202 levy:080.214
hdl:1774.2/14203 levy:039.015
hdl:1774.2/14204 levy:041.096
hdl:1774.2/14205 levy:110.029
hdl:1774.2/14206 levy:048.129
hdl:1774.2/14207 levy:135.028
hdl:1774.2/14208 levy:133.106
hdl:1774.2/14209 levy:191a.144
hdl:1774.2/14210 levy:057.109
hdl:1774.2/14211 levy:064.068
hdl:1774.2/14212 levy:191a.145
hdl:1774.2/14213 levy:040.008
hdl:1774.2/14214 levy:074.069
hdl:1774.2/14215 levy:085.075
hdl:1774.2/14216 levy:075.008
hdl:1774.2/14217 levy:106.133
hdl:1774.2/14218 levy:043.004
hdl:1774.2/14219 levy:150.026
hdl:1774.2/14220 levy:117.077
hdl:1774.2/14221 levy:058.092
hdl:1774.2/14222 levy:124.012
hdl:1774.2/14223 levy:167.010
hdl:1774.2/14224 levy:077.013
hdl:1774.2/14225 levy:096.118
hdl:1774.2/14226 levy:156.106
hdl:1774.2/14227 levy:043.147
hdl:1774.2/14228 levy:096.063
hdl:1774.2/14229 levy:098.064
hdl:1774.2/14230 levy:123.010
hdl:1774.2/14231 levy:192.028
hdl:1774.2/14232 levy:042.010c
hdl:1774.2/14233 levy:017.064
hdl:1774.2/14234 levy:157.025
hdl:1774.2/14235 levy:193.145
hdl:1774.2/14236 levy:015.105
hdl:1774.2/14237 levy:076.094
hdl:1774.2/14238 levy:115.078
